SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,RevenuePerMonth,EngagementScore,RiskScore,TenureChargeInteraction,CustomerStability,ServiceDensity
0,58,59.9,3505.1,0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,59.40847457627118,3474.2,1.0152542372881355,3474.2,0.9523809523809524,1.0152542372881355
0,49,59.6,2970.3,0,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,59.406000000000006,2920.4,1.192,2920.4,0.8085808580858086,1.192
0,30,55.3,1530.6,0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,49.37419354838709,1659.0,1.7838709677419353,1659.0,0.5328596802841918,1.7838709677419353
0,47,99.35,4749.15,1,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,98.940625,4669.45,2.0697916666666667,4669.45,0.4683607374190334,2.0697916666666667
0,1,30.2,30.2,1,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,15.1,30.2,15.1,30.2,0.032051282051282055,15.1
0,72,90.25,6369.45,0,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,87.2527397260274,6498.0,1.2363013698630136,6498.0,0.7890410958904109,1.2363013698630136
0,17,64.7,1093.1,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,60.727777777777774,1099.9,3.5944444444444446,1099.9,0.258751902587519,3.5944444444444446
1,71,96.35,6766.95,0,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,93.98541666666667,6840.849999999999,1.3381944444444445,6840.849999999999,0.7293271700051361,1.3381944444444445
1,2,95.5,181.65,0,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,60.550000000000004,191.0,31.833333333333332,191.0,0.02072538860103627,31.833333333333332
0,27,66.15,1874.45,0,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,66.94464285714285,1786.0500000000002,2.3625000000000003,1786.0500000000002,0.40208488458674607,2.3625000000000003
0,1,20.2,20.2,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,10.1,20.2,10.1,20.2,0.04716981132075472,10.1
1,1,45.25,45.25,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22.625,45.25,22.625,45.25,0.021621621621621623,22.625
0,72,99.9,7251.7,0,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,99.33835616438355,7192.8,1.3684931506849316,7192.8,0.7135777998017839,1.3684931506849316
0,5,69.7,316.9,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,52.81666666666666,348.5,11.616666666666667,348.5,0.07072135785007072,11.616666666666667
0,46,74.8,3548.3,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,75.49574468085106,3440.7999999999997,1.5914893617021275,3440.7999999999997,0.6068601583113457,1.5914893617021275
0,34,106.35,3549.25,1,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,101.40714285714286,3615.8999999999996,3.0385714285714283,3615.8999999999996,0.31672100605496045,3.0385714285714283
0,11,97.85,1105.4,1,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,92.11666666666667,1076.35,8.154166666666667,1076.35,0.11127971674253921,8.154166666666667
0,10,49.55,475.7,0,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,43.24545454545454,495.5,4.504545454545454,495.5,0.19782393669634027,4.504545454545454
0,70,69.2,4872.35,0,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,68.62464788732395,4844.0,0.9746478873239437,4844.0,0.9971509971509971,0.9746478873239437
0,17,20.75,418.25,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,23.23611111111111,352.75,1.1527777777777777,352.75,0.7816091954022989,1.1527777777777777
0,63,79.85,4861.45,0,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,75.96015625,5030.549999999999,1.24765625,5030.549999999999,0.7792207792207793,1.24765625
0,13,76.2,981.45,0,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,70.10357142857143,990.6,5.442857142857143,990.6,0.16839378238341968,5.442857142857143
0,49,84.5,3906.7,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,78.134,4140.5,1.69,4140.5,0.5730994152046783,1.69
0,2,49.25,97.0,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,32.333333333333336,98.5,16.416666666666668,98.5,0.03980099502487562,16.416666666666668
0,2,80.65,144.15,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,48.050000000000004,161.3,26.883333333333336,161.3,0.02449479485609308,26.883333333333336
0,52,79.75,4217.8,0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False,79.5811320754717,4147.0,1.5047169811320755,4147.0,0.6439628482972136,1.5047169811320755
0,69,64.15,4254.1,0,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,60.77285714285715,4426.35,0.9164285714285715,4426.35,1.059094397544129,0.9164285714285715
1,43,90.25,3838.75,0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,87.24431818181819,3880.75,2.0511363636363638,3880.75,0.4712328767123288,2.0511363636363638
0,15,99.1,1426.4,1,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,89.15,1486.5,6.19375,1486.5,0.14985014985014986,6.19375
1,25,69.5,1752.65,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,67.40961538461539,1737.5,2.673076923076923,1737.5,0.3546099290780142,2.673076923076923
1,8,80.65,633.3,1,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,70.36666666666666,645.2,8.961111111111112,645.2,0.09797917942437231,8.961111111111112
1,60,74.85,4456.35,0,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,73.05491803278689,4491.0,1.2270491803278687,4491.0,0.7910349373764008,1.2270491803278687
1,18,95.45,1752.55,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,92.23947368421052,1718.1000000000001,5.023684210526316,1718.1000000000001,0.18662519440124417,5.023684210526316
0,63,99.65,6311.2,0,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,98.6125,6277.950000000001,1.55703125,6277.950000000001,0.6259314456035767,1.55703125
1,66,108.45,7076.35,0,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,105.61716417910448,7157.7,1.6186567164179104,7157.7,0.6030150753768844,1.6186567164179104
0,34,24.95,894.3,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,25.55142857142857,848.3,0.7128571428571429,848.3,1.3102119460500963,0.7128571428571429
0,72,107.5,7853.7,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,107.58493150684932,7740.0,1.4726027397260273,7740.0,0.663594470046083,1.4726027397260273
0,47,100.5,4707.1,0,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,98.06458333333335,4723.5,2.09375,4723.5,0.4630541871921182,2.09375
0,60,89.9,5450.7,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,89.35573770491803,5394.0,1.4737704918032788,5394.0,0.6600660066006601,1.4737704918032788
0,72,42.1,2962.0,0,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,40.57534246575342,3031.2000000000003,0.5767123287671233,3031.2000000000003,1.6705336426914152,0.5767123287671233
0,18,54.4,957.1,0,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,50.373684210526314,979.1999999999999,2.863157894736842,979.1999999999999,0.3249097472924188,2.863157894736842
0,9,94.4,857.25,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,85.725,849.6,9.440000000000001,849.6,0.09433962264150943,9.440000000000001
0,3,75.3,244.1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,61.025,225.89999999999998,18.825,225.89999999999998,0.039318479685452164,18.825
0,47,78.9,3650.35,0,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,76.04895833333333,3708.3,1.64375,3708.3,0.588235294117647,1.64375
0,31,79.2,2497.2,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,78.0375,2455.2000000000003,2.475,2455.2000000000003,0.38653366583541143,2.475
0,50,20.15,930.9,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,18.25294117647059,1007.4999999999999,0.39509803921568626,1007.4999999999999,2.364066193853428,0.39509803921568626
0,10,79.85,887.35,0,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,80.66818181818182,798.5,7.259090909090909,798.5,0.12368583797155226,7.259090909090909
0,1,49.05,49.05,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,24.525,49.05,24.525,49.05,0.01998001998001998,24.525
0,52,20.4,1090.65,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,20.578301886792456,1060.8,0.38490566037735846,1060.8,2.429906542056075,0.38490566037735846
1,64,111.6,7099.0,0,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,109.21538461538462,7142.4,1.7169230769230768,7142.4,0.5683836589698047,1.7169230769230768
0,62,24.25,1424.6,0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,22.61269841269841,1503.5,0.38492063492063494,1503.5,2.4554455445544554,0.38492063492063494
0,3,64.5,177.4,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,44.35,193.5,16.125,193.5,0.04580152671755725,16.125
1,56,110.5,6139.5,0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,107.71052631578948,6188.0,1.9385964912280702,6188.0,0.5022421524663677,1.9385964912280702
0,46,55.65,2688.85,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,57.2095744680851,2559.9,1.1840425531914893,2559.9,0.8120035304501324,1.1840425531914893
0,8,54.65,482.25,0,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,53.583333333333336,437.2,6.072222222222222,437.2,0.14375561545372867,6.072222222222222
1,30,74.75,2111.3,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,68.10645161290323,2242.5,2.411290322580645,2242.5,0.39603960396039606,2.411290322580645
0,45,25.9,1216.6,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,26.44782608695652,1165.5,0.5630434782608695,1165.5,1.6728624535315986,0.5630434782608695
0,1,79.35,79.35,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,39.675,79.35,39.675,79.35,0.012445550715619168,39.675
0,11,50.55,565.35,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,47.112500000000004,556.05,4.2124999999999995,556.05,0.21338506304558683,4.2124999999999995
0,7,75.15,496.9,1,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,62.1125,526.0500000000001,9.39375,526.0500000000001,0.09192383453709782,9.39375
0,42,103.8,4327.5,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,100.63953488372093,4359.599999999999,2.413953488372093,4359.599999999999,0.40076335877862596,2.413953488372093
0,49,20.15,973.35,0,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,19.467,987.3499999999999,0.40299999999999997,987.3499999999999,2.3167848699763596,0.40299999999999997
0,9,99.3,918.75,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,91.875,893.6999999999999,9.93,893.6999999999999,0.0897308075772682,9.93
0,35,62.15,2215.45,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,61.540277777777774,2175.25,1.7263888888888888,2175.25,0.5542359461599367,1.7263888888888888
0,48,20.65,1057.0,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,21.571428571428573,991.1999999999999,0.4214285714285714,991.1999999999999,2.217090069284065,0.4214285714285714
0,46,19.95,927.1,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,19.72553191489362,917.6999999999999,0.42446808510638295,917.6999999999999,2.1957040572792366,0.42446808510638295
0,29,33.75,1009.25,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,33.641666666666666,978.75,1.125,978.75,0.8345323741007195,1.125
0,30,82.05,2570.2,0,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,82.90967741935484,2461.5,2.646774193548387,2461.5,0.3612281757977122,2.646774193548387
1,1,74.7,74.7,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,37.35,74.7,37.35,74.7,0.01321003963011889,37.35
0,66,84.0,5714.25,0,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,85.28731343283582,5544.0,1.2537313432835822,5544.0,0.7764705882352941,1.2537313432835822
0,65,111.05,7107.0,0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,107.68181818181819,7218.25,1.6825757575757576,7218.25,0.5800981704596162,1.6825757575757576
0,72,100.9,7459.05,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,102.17876712328767,7264.8,1.382191780821918,7264.8,0.7065750736015701,1.382191780821918
0,12,78.95,927.35,1,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,71.33461538461539,947.4000000000001,6.073076923076924,947.4000000000001,0.15009380863039398,6.073076923076924
0,71,66.85,4748.7,0,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,65.95416666666667,4746.349999999999,0.9284722222222221,4746.349999999999,1.0464259395725868,0.9284722222222221
0,5,21.05,113.85,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,18.974999999999998,105.25,3.5083333333333333,105.25,0.22675736961451246,3.5083333333333333
0,52,21.0,1107.2,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,20.89056603773585,1092.0,0.39622641509433965,1092.0,2.3636363636363638,0.39622641509433965
1,25,98.5,2514.5,1,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,96.71153846153847,2462.5,3.7884615384615383,2462.5,0.25125628140703515,3.7884615384615383
0,1,20.2,20.2,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,10.1,20.2,10.1,20.2,0.04716981132075472,10.1
0,1,19.45,19.45,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,9.725,19.45,9.725,19.45,0.0488997555012225,9.725
0,38,95.0,3605.6,0,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,92.45128205128205,3610.0,2.4358974358974357,3610.0,0.3958333333333333,2.4358974358974357
1,66,45.55,3027.25,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,45.18283582089552,3006.2999999999997,0.6798507462686567,3006.2999999999997,1.4178302900107411,0.6798507462686567
0,68,110.0,7611.85,1,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,110.31666666666668,7480.0,1.5942028985507246,7480.0,0.6126126126126126,1.5942028985507246
0,5,24.3,100.2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,16.7,121.5,4.05,121.5,0.1976284584980237,4.05
0,72,104.15,7303.05,0,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,100.04178082191781,7498.8,1.4267123287671233,7498.8,0.6847360912981455,1.4267123287671233
0,32,30.15,927.65,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,28.11060606060606,964.8,0.9136363636363636,964.8,1.027287319422151,0.9136363636363636
0,43,94.35,3921.3,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,89.12045454545455,4057.0499999999997,2.1443181818181816,4057.0499999999997,0.45097011012060834,2.1443181818181816
0,72,19.4,1363.25,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,18.674657534246574,1396.8,0.2657534246575342,1396.8,3.5294117647058827,0.2657534246575342
0,55,96.75,5238.9,1,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,93.55178571428571,5321.25,1.7276785714285714,5321.25,0.5626598465473146,1.7276785714285714
0,52,57.95,3042.25,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,57.40094339622642,3013.4,1.0933962264150945,3013.4,0.8821034775233249,1.0933962264150945
0,43,91.65,3954.1,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,89.86590909090908,3940.9500000000003,2.0829545454545455,3940.9500000000003,0.464112250404749,2.0829545454545455
1,37,76.5,2868.15,1,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,75.47763157894737,2830.5,2.013157894736842,2830.5,0.4774193548387097,2.013157894736842
0,64,54.6,3423.5,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,52.66923076923077,3494.4,0.84,3494.4,1.1510791366906474,0.84
0,3,89.85,248.4,0,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,62.1,269.54999999999995,22.4625,269.54999999999995,0.03302146395156852,22.4625
0,36,31.05,1126.35,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,30.44189189189189,1117.8,0.8391891891891892,1117.8,1.123244929797192,0.8391891891891892
0,10,100.25,1064.65,1,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,96.78636363636365,1002.5,9.113636363636363,1002.5,0.09876543209876543,9.113636363636363
0,41,20.65,835.15,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,19.88452380952381,846.65,0.49166666666666664,846.65,1.8937644341801387,0.49166666666666664
0,27,85.2,2151.6,0,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,76.84285714285714,2300.4,3.042857142857143,2300.4,0.31322505800464034,3.042857142857143
0,56,99.8,5515.45,0,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,96.76228070175438,5588.8,1.750877192982456,5588.8,0.5555555555555556,1.750877192982456
